estudiante_id,materia,trimestre,calificacion,asistencia_porcentaje,participacion_clase
EST187,Educación Física,1,7.3,87,Media
EST187,Matemáticas,2,5.2,83,Alta
EST187,Lengua,2,6.8,81,Media
EST187,Ciencias,2,7.3,96,Media
EST187,Historia,2,7.5,96,Baja
EST187,Inglés,2,4.6,74,Alta
EST187,Educación Física,2,8.1,90,Alta
EST187,Matemáticas,3,6.1,82,Media
EST187,Lengua,3,6.9,85,Alta
EST187,Ciencias,3,5.8,78,Media
EST187,Historia,3,6.1,84,Media
EST187,Inglés,3,6.5,85,Alta
EST187,Educación Física,3,7.3,94,Media
EST188,Matemáticas,1,8.2,86,Alta
EST188,Lengua,1,6.8,83,Baja
EST188,Ciencias,1,4.8,74,Baja
EST188,Historia,1,6.3,80,Baja
EST188,Inglés,1,6.9,90,Baja
EST188,Educación Física,1,6.6,80,Alta
EST188,Matemáticas,2,3.9,65,Baja
EST188,Lengua,2,6.3,90,Media
EST188,Ciencias,2,5.6,82,Baja
EST188,Historia,2,7.3,88,Baja
EST188,Inglés,2,6.1,75,Media
EST188,Educación Física,2,6.9,89,Baja
EST188,Matemáticas,3,6.0,88,Baja
EST188,Lengua,3,6.1,78,Media
EST188,Ciencias,3,5.4,82,Baja
EST188,Historia,3,7.8,89,Baja
EST188,Inglés,3,6.3,79,Alta
EST188,Educación Física,3,7.2,90,Media
EST189,Matemáticas,1,6.0,87,Media
EST189,Lengua,1,6.4,75,Media
EST189,Ciencias,1,6.2,83,Media
EST189,Historia,1,6.3,77,Media
EST189,Inglés,1,7.8,89,Media
EST189,Educación Física,1,9.1,99,Media
EST189,Matemáticas,2,6.5,83,Media
EST189,Lengua,2,6.3,84,Media
EST189,Ciencias,2,7.3,86,Baja
EST189,Historia,2,6.7,82,Media
EST189,Inglés,2,7.6,93,Media
EST189,Educación Física,2,6.8,79,Media
EST189,Matemáticas,3,7.3,87,Media
EST189,Lengua,3,5.4,89,Baja
EST189,Ciencias,3,7.8,86,Media
EST189,Historia,3,6.1,86,Baja
EST189,Inglés,3,5.4,90,Media
EST189,Educación Física,3,7.4,90,Alta
EST190,Matemáticas,1,7.7,87,Media
EST190,Lengua,1,9.2,99,Alta
EST190,Ciencias,1,7.4,98,Media
EST190,Historia,1,8.2,89,Media
EST190,Inglés,1,6.8,76,Media
EST190,Educación Física,1,8.4,85,Alta
EST190,Matemáticas,2,6.7,76,Media
EST190,Lengua,2,7.7,96,Media
EST190,Ciencias,2,7.5,99,Media
EST190,Historia,2,6.5,78,Alta
EST190,Inglés,2,8.7,96,Alta
EST190,Educación Física,2,9.2,97,Alta
EST190,Matemáticas,3,8.4,94,Alta
EST190,Lengua,3,8.6,89,Alta
EST190,Ciencias,3,8.7,92,Media
EST190,Historia,3,6.2,78,Media
EST190,Inglés,3,8.4,95,Alta
EST190,Educación Física,3,9.4,100,Alta
EST191,Matemáticas,1,6.8,80,Media
EST191,Lengua,1,8.9,92,Alta
EST191,Ciencias,1,7.5,88,Media
EST191,Historia,1,7.0,96,Alta
EST191,Inglés,1,5.7,85,Alta
EST191,Educación Física,1,7.7,100,Media
EST191,Matemáticas,2,7.1,94,Media
EST191,Lengua,2,7.2,87,Baja
EST191,Ciencias,2,6.2,76,Alta
EST191,Historia,2,7.9,95,Media
EST191,Inglés,2,8.8,91,Alta
EST191,Educación Física,2,8.0,94,Media
EST191,Matemáticas,3,7.0,80,Media
EST191,Lengua,3,8.2,98,Alta
EST191,Ciencias,3,7.3,98,Media
EST191,Historia,3,7.2,85,Baja
EST191,Inglés,3,8.0,88,Media
EST191,Educación Física,3,7.6,87,Alta
EST192,Matemáticas,1,4.3,63,Baja
EST192,Lengua,1,6.0,76,Media
EST192,Ciencias,1,6.0,86,Alta
EST192,Historia,1,6.0,86,Baja
EST192,Inglés,1,7.0,98,Media
EST192,Educación Física,1,6.7,88,Media
EST192,Matemáticas,2,5.0,65,Media
EST192,Lengua,2,6.1,85,Baja
EST192,Ciencias,2,5.9,88,Baja
EST192,Historia,2,7.1,95,Media
EST192,Inglés,2,5.8,84,Baja
EST192,Educación Física,2,8.0,87,Baja
EST192,Matemáticas,3,5.3,75,Baja
EST192,Lengua,3,5.6,84,Media
EST192,Ciencias,3,5.1,82,Media
EST192,Historia,3,5.6,78,Baja
EST192,Inglés,3,6.1,85,Media
EST192,Educación Física,3,6.5,88,Media
EST193,Matemáticas,1,6.4,87,Media
EST193,Lengua,1,7.0,100,Alta
EST193,Ciencias,1,6.3,88,Media
EST193,Historia,1,4.9,74,Baja
EST193,Inglés,1,5.2,79,Media
EST193,Educación Física,1,8.0,90,Baja
EST193,Matemáticas,2,6.4,81,Baja
EST193,Lengua,2,6.1,78,Media
EST193,Ciencias,2,6.7,79,Baja
EST193,Historia,2,6.9,84,Media
EST193,Inglés,2,5.9,82,Baja
EST193,Educación Física,2,5.6,81,Baja
EST193,Matemáticas,3,6.9,90,Media
EST193,Lengua,3,6.8,89,Alta
EST193,Ciencias,3,5.7,83,Baja
EST193,Historia,3,7.1,93,Media
EST193,Inglés,3,7.6,95,Alta
EST193,Educación Física,3,5.2,89,Media
EST194,Matemáticas,1,7.0,86,Media
EST194,Lengua,1,6.8,89,Baja
EST194,Ciencias,1,7.2,91,Alta
EST194,Historia,1,7.8,91,Baja
EST194,Inglés,1,8.8,85,Alta
EST194,Educación Física,1,6.5,81,Media
EST194,Matemáticas,2,8.7,95,Alta
EST194,Lengua,2,6.4,84,Media
EST194,Ciencias,2,6.8,86,Media
EST194,Historia,2,6.9,81,Media
EST194,Inglés,2,7.1,99,Media
EST194,Educación Física,2,8.4,92,Alta
EST194,Matemáticas,3,6.5,85,Media
EST194,Lengua,3,6.6,90,Media
EST194,Ciencias,3,7.3,99,Alta
EST194,Historia,3,7.6,99,Alta
EST194,Inglés,3,6.3,89,Media
EST194,Educación Física,3,9.8,88,Alta
EST195,Matemáticas,1,7.1,92,Alta
EST195,Lengua,1,5.6,78,Media
EST195,Ciencias,1,6.2,76,Media
EST195,Historia,1,4.9,61,Media
EST195,Inglés,1,5.1,89,Baja
EST195,Educación Física,1,6.1,89,Media
EST195,Matemáticas,2,5.8,86,Baja
EST195,Lengua,2,5.1,82,Baja
EST195,Ciencias,2,7.8,86,Media
EST195,Historia,2,6.8,84,Media
EST195,Inglés,2,7.3,95,Alta
EST195,Educación Física,2,7.1,90,Baja
EST195,Matemáticas,3,5.6,77,Alta
EST195,Lengua,3,5.4,80,Baja
EST195,Ciencias,3,6.1,75,Alta
EST195,Historia,3,5.8,83,Baja
EST195,Inglés,3,7.1,91,Baja
EST195,Educación Física,3,8.4,100,Alta
EST196,Matemáticas,1,4.8,63,Media
EST196,Lengua,1,5.0,79,Baja
EST196,Ciencias,1,6.0,89,Baja
EST196,Historia,1,7.1,89,Alta
EST196,Inglés,1,5.6,78,Media
EST196,Educación Física,1,5.3,80,Alta
EST196,Matemáticas,2,6.2,85,Media
EST196,Lengua,2,6.0,89,Baja
EST196,Ciencias,2,4.3,61,Media
EST196,Historia,2,4.3,72,Media
EST196,Inglés,2,5.1,84,Baja
EST196,Educación Física,2,4.9,69,Media
EST196,Matemáticas,3,5.7,87,Baja
EST196,Lengua,3,5.3,85,Baja
EST196,Ciencias,3,5.4,84,Media
EST196,Historia,3,5.4,81,Baja
EST196,Inglés,3,6.6,77,Baja
EST196,Educación Física,3,6.3,75,Baja
EST197,Matemáticas,1,5.9,79,Baja
EST197,Lengua,1,6.1,75,Media
EST197,Ciencias,1,6.3,81,Media
EST197,Historia,1,7.0,85,Media
EST197,Inglés,1,6.9,75,Media
EST197,Educación Física,1,6.7,79,Alta
EST197,Matemáticas,2,8.7,96,Alta
EST197,Lengua,2,6.6,90,Media
EST197,Ciencias,2,6.0,77,Media
EST197,Historia,2,6.8,75,Media
EST197,Inglés,2,7.3,88,Media
EST197,Educación Física,2,6.6,80,Baja
EST197,Matemáticas,3,7.0,94,Alta
EST197,Lengua,3,6.1,75,Media
EST197,Ciencias,3,6.6,89,Media
EST197,Historia,3,7.9,94,Media
EST197,Inglés,3,5.7,86,Media
EST197,Educación Física,3,6.9,80,Baja
EST198,Matemáticas,1,7.2,93,Media
EST198,Lengua,1,6.6,76,Media
EST198,Ciencias,1,8.1,86,Alta
EST198,Historia,1,6.9,88,Media
EST198,Inglés,1,6.0,77,Media
EST198,Educación Física,1,8.9,86,Alta
EST198,Matemáticas,2,8.0,99,Alta
EST198,Lengua,2,6.5,78,Baja
EST198,Ciencias,2,7.2,86,Media
EST198,Historia,2,7.2,86,Media
EST198,Inglés,2,7.4,94,Media
EST198,Educación Física,2,8.4,93,Alta
EST198,Matemáticas,3,6.6,81,Alta
EST198,Lengua,3,7.8,90,Media
EST198,Ciencias,3,7.5,98,Media
EST198,Historia,3,6.7,81,Alta
EST198,Inglés,3,7.4,91,Media
EST198,Educación Física,3,8.9,99,Baja
EST199,Matemáticas,1,8.0,89,Alta
EST199,Lengua,1,6.2,82,Baja
EST199,Ciencias,1,6.7,83,Media
EST199,Historia,1,6.7,84,Baja
EST199,Inglés,1,7.1,88,Alta
EST199,Educación Física,1,7.6,99,Alta
EST199,Matemáticas,2,7.4,92,Media
EST199,Lengua,2,7.3,87,Baja
EST199,Ciencias,2,6.4,83,Media
EST199,Historia,2,5.3,77,Media
EST199,Inglés,2,6.3,76,Baja
EST199,Educación Física,2,8.2,100,Baja
EST199,Matemáticas,3,4.6,80,Media
EST199,Lengua,3,4.8,74,Baja
EST199,Ciencias,3,7.2,94,Alta
EST199,Historia,3,6.4,78,Alta
EST199,Inglés,3,7.6,93,Media
EST199,Educación Física,3,7.7,95,Media
EST200,Matemáticas,1,6.1,84,Media
EST200,Lengua,1,6.5,89,Baja
EST200,Ciencias,1,6.8,88,Baja
EST200,Historia,1,6.9,79,Alta
EST200,Inglés,1,5.5,80,Media
EST200,Educación Física,1,7.5,90,Media
EST200,Matemáticas,2,6.5,83,Alta
EST200,Lengua,2,6.6,77,Media
EST200,Ciencias,2,7.2,99,Baja
EST200,Historia,2,6.4,77,Baja
EST200,Inglés,2,7.3,94,Baja
EST200,Educación Física,2,6.8,77,Baja
EST200,Matemáticas,3,8.4,89,Alta
EST200,Lengua,3,6.2,86,Media
EST200,Ciencias,3,7.5,96,Media
EST200,Historia,3,8.8,90,Alta
EST200,Inglés,3,5.7,85,Baja
EST200,Educación Física,3,6.9,80,Baja
EST201,Matemáticas,1,7.4,87,Media
EST201,Lengua,1,7.4,90,Media
EST201,Ciencias,1,7.0,80,Media
EST201,Historia,1,6.0,79,Media
EST201,Inglés,1,4.3,75,Baja
EST201,Educación Física,1,5.4,76,Baja
EST201,Matemáticas,2,7.4,87,Media
EST201,Lengua,2,7.8,96,Media
EST201,Ciencias,2,6.1,90,Media
EST201,Historia,2,6.9,82,Media
EST201,Inglés,2,8.0,97,Alta
EST201,Educación Física,2,8.8,98,Media
EST201,Matemáticas,3,5.7,82,Baja
EST201,Lengua,3,6.6,88,Alta
EST201,Ciencias,3,6.5,75,Alta
EST201,Historia,3,6.8,87,Alta
EST201,Inglés,3,6.3,88,Media
EST201,Educación Física,3,8.6,85,Alta
EST202,Matemáticas,1,5.8,87,Baja
EST202,Lengua,1,5.0,79,Alta
EST202,Ciencias,1,6.2,79,Baja
EST202,Historia,1,5.7,89,Baja
EST202,Inglés,1,6.6,77,Media
EST202,Educación Física,1,6.0,78,Media
EST202,Matemáticas,2,5.9,80,Baja
EST202,Lengua,2,5.1,88,Media
EST202,Ciencias,2,4.9,70,Media
EST202,Historia,2,3.6,68,Media
EST202,Inglés,2,4.4,60,Baja
EST202,Educación Física,2,6.9,83,Media
EST202,Matemáticas,3,5.4,88,Media
EST202,Lengua,3,6.1,81,Media
EST202,Ciencias,3,5.5,77,Baja
EST202,Historia,3,4.9,62,Baja
EST202,Inglés,3,5.1,76,Baja
EST202,Educación Física,3,7.9,85,Baja
EST203,Matemáticas,1,7.1,87,Media
EST203,Lengua,1,7.3,88,Media
EST203,Ciencias,1,6.6,87,Baja
EST203,Historia,1,6.3,82,Media
EST203,Inglés,1,7.2,94,Baja
EST203,Educación Física,1,7.1,94,Media
EST203,Matemáticas,2,7.7,95,Baja
EST203,Lengua,2,8.0,88,Media
EST203,Ciencias,2,7.6,100,Baja
EST203,Historia,2,7.0,87,Baja
EST203,Inglés,2,7.7,98,Media
EST203,Educación Física,2,8.2,97,Alta
EST203,Matemáticas,3,6.1,79,Alta
EST203,Lengua,3,8.2,95,Alta
EST203,Ciencias,3,6.8,84,Baja
EST203,Historia,3,7.3,93,Alta
EST203,Inglés,3,6.7,83,Media
EST203,Educación Física,3,9.2,98,Alta
EST204,Matemáticas,1,7.1,90,Alta
EST204,Lengua,1,8.7,94,Alta
EST204,Ciencias,1,7.2,85,Media
EST204,Historia,1,8.0,94,Media
EST204,Inglés,1,8.5,85,Alta
EST204,Educación Física,1,9.0,96,Alta
EST204,Matemáticas,2,7.2,90,Media
EST204,Lengua,2,7.8,94,Alta
EST204,Ciencias,2,7.0,92,Baja
EST204,Historia,2,8.2,98,Alta
EST204,Inglés,2,7.7,99,Media
EST204,Educación Física,2,9.6,100,Alta
EST204,Matemáticas,3,6.8,75,Alta
EST204,Lengua,3,7.7,88,Alta
EST204,Ciencias,3,9.0,93,Alta
EST204,Historia,3,6.5,87,Baja
EST204,Inglés,3,8.0,88,Alta
EST204,Educación Física,3,7.9,97,Media
EST205,Matemáticas,1,5.2,77,Media
EST205,Lengua,1,5.6,86,Baja
EST205,Ciencias,1,7.4,99,Alta
EST205,Historia,1,6.0,83,Baja
EST205,Inglés,1,5.4,78,Baja
EST205,Educación Física,1,6.0,83,Media
EST205,Matemáticas,2,5.6,86,Baja
EST205,Lengua,2,6.0,76,Media
EST205,Ciencias,2,5.8,83,Baja
EST205,Historia,2,4.9,64,Media
EST205,Inglés,2,5.8,83,Media
EST205,Educación Física,2,5.9,83,Alta
EST205,Matemáticas,3,5.4,86,Media
EST205,Lengua,3,6.0,79,Baja
EST205,Ciencias,3,6.4,81,Alta
EST205,Historia,3,6.1,89,Media
EST205,Inglés,3,5.9,90,Baja
EST205,Educación Física,3,5.3,77,Baja
EST206,Matemáticas,1,7.9,94,Media
EST206,Lengua,1,8.0,90,Alta
EST206,Ciencias,1,7.7,97,Media
EST206,Historia,1,7.1,100,Media
EST206,Inglés,1,5.6,77,Baja
EST206,Educación Física,1,7.7,92,Baja
EST206,Matemáticas,2,6.9,87,Media
EST206,Lengua,2,7.3,92,Media
EST206,Ciencias,2,7.8,92,Media
EST206,Historia,2,6.7,84,Alta
EST206,Inglés,2,8.8,88,Alta
EST206,Educación Física,2,7.5,97,Media
EST206,Matemáticas,3,7.2,98,Media
EST206,Lengua,3,7.1,93,Media
EST206,Ciencias,3,7.3,86,Baja
EST206,Historia,3,7.7,96,Media
EST206,Inglés,3,6.8,78,Alta
EST206,Educación Física,3,7.9,95,Media
EST207,Matemáticas,1,7.4,93,Baja
EST207,Lengua,1,7.6,98,Baja
EST207,Ciencias,1,7.0,86,Media
EST207,Historia,1,5.5,90,Baja
EST207,Inglés,1,5.7,89,Baja
EST207,Educación Física,1,7.2,92,Alta
EST207,Matemáticas,2,5.7,87,Baja
EST207,Lengua,2,5.3,79,Baja
EST207,Ciencias,2,6.4,80,Media
EST207,Historia,2,5.6,78,Media
EST207,Inglés,2,5.7,75,Media
EST207,Educación Física,2,7.1,91,Baja
EST207,Matemáticas,3,6.5,81,Alta
EST207,Lengua,3,6.3,78,Alta
EST207,Ciencias,3,6.5,87,Media
EST207,Historia,3,6.5,76,Baja
EST207,Inglés,3,5.9,90,Baja
EST207,Educación Física,3,6.0,77,Baja
EST208,Matemáticas,1,5.1,76,Baja
EST208,Lengua,1,6.0,84,Baja
EST208,Ciencias,1,5.9,76,Baja
EST208,Historia,1,5.5,79,Media
EST208,Inglés,1,6.5,78,Alta
EST208,Educación Física,1,5.5,75,Baja
EST208,Matemáticas,2,6.6,83,Baja
EST208,Lengua,2,6.4,87,Media
EST208,Ciencias,2,6.8,88,Media
EST208,Historia,2,6.5,87,Media
EST208,Inglés,2,6.7,86,Media
EST208,Educación Física,2,6.2,77,Media
EST208,Matemáticas,3,9.0,85,Media
EST208,Lengua,3,5.2,78,Media
EST208,Ciencias,3,6.9,90,Alta
EST208,Historia,3,5.8,86,Baja
EST208,Inglés,3,5.3,84,Baja
EST208,Educación Física,3,7.0,87,Alta
EST209,Matemáticas,1,5.9,88,Baja
EST209,Lengua,1,4.6,80,Baja
EST209,Ciencias,1,6.6,90,Media
EST209,Historia,1,5.0,75,Media
EST209,Inglés,1,6.0,77,Baja
EST209,Educación Física,1,7.6,85,Media
EST209,Matemáticas,2,5.3,88,Baja
EST209,Lengua,2,5.8,86,Baja
EST209,Ciencias,2,4.9,65,Media
EST209,Historia,2,5.2,77,Baja
EST209,Inglés,2,6.6,86,Baja
EST209,Educación Física,2,6.3,89,Media
EST209,Matemáticas,3,5.9,90,Baja
EST209,Lengua,3,5.6,79,Baja
EST209,Ciencias,3,5.5,79,Media
EST209,Historia,3,5.9,87,Baja
EST209,Inglés,3,5.6,90,Media
EST209,Educación Física,3,6.8,89,Alta
EST210,Matemáticas,1,7.6,96,Media
EST210,Lengua,1,5.1,86,Baja
EST210,Ciencias,1,5.5,88,Baja
EST210,Historia,1,4.9,78,Media
EST210,Inglés,1,4.8,78,Alta
EST210,Educación Física,1,7.7,87,Media
EST210,Matemáticas,2,4.7,68,Baja
EST210,Lengua,2,4.8,66,Baja
EST210,Ciencias,2,6.9,80,Baja
EST210,Historia,2,3.7,68,Alta
EST210,Inglés,2,3.2,76,Media
EST210,Educación Física,2,6.3,89,Media
EST210,Matemáticas,3,4.1,77,Baja
EST210,Lengua,3,6.2,86,Alta
EST210,Ciencias,3,5.5,76,Alta
EST210,Historia,3,3.7,60,Baja
EST210,Inglés,3,6.1,77,Media
EST210,Educación Física,3,5.9,76,Baja
EST211,Matemáticas,1,5.5,76,Baja
EST211,Lengua,1,3.8,61,Alta
EST211,Ciencias,1,4.4,60,Alta
EST211,Historia,1,5.8,77,Baja
EST211,Inglés,1,5.1,84,Media
EST211,Educación Física,1,7.6,99,Media
EST211,Matemáticas,2,6.0,86,Media
EST211,Lengua,2,6.8,90,Media
EST211,Ciencias,2,5.2,79,Baja
EST211,Historia,2,3.2,69,Baja
EST211,Inglés,2,6.1,77,Alta
EST211,Educación Física,2,5.3,79,Media
EST211,Matemáticas,3,5.2,80,Alta
EST211,Lengua,3,5.5,81,Baja
EST211,Ciencias,3,5.7,82,Media
EST211,Historia,3,5.1,88,Baja
EST211,Inglés,3,5.3,76,Baja
EST211,Educación Física,3,7.2,92,Baja
EST212,Matemáticas,1,10.0,91,Alta
EST212,Lengua,1,7.0,85,Baja
EST212,Ciencias,1,9.3,94,Alta
EST212,Historia,1,7.1,86,Media
EST212,Inglés,1,8.0,86,Media
EST212,Educación Física,1,6.7,85,Media
EST212,Matemáticas,2,7.0,80,Media
EST212,Lengua,2,7.5,86,Media
EST212,Ciencias,2,7.6,100,Media
EST212,Historia,2,7.1,85,Media
EST212,Inglés,2,8.1,87,Baja
EST212,Educación Física,2,8.2,97,Alta
EST212,Matemáticas,3,9.4,94,Media
EST212,Lengua,3,7.7,97,Alta
EST212,Ciencias,3,8.0,96,Baja
EST212,Historia,3,7.7,93,Media
EST212,Inglés,3,7.3,87,Media
EST212,Educación Física,3,8.0,95,Media
EST213,Matemáticas,1,6.0,75,Alta
EST213,Lengua,1,8.0,86,Alta
EST213,Ciencias,1,6.4,80,Baja
EST213,Historia,1,7.6,93,Media
EST213,Inglés,1,6.4,76,Baja
EST213,Educación Física,1,8.0,99,Media
EST213,Matemáticas,2,6.2,86,Media
EST213,Lengua,2,6.8,86,Media
EST213,Ciencias,2,6.2,76,Alta
EST213,Historia,2,5.1,81,Baja
EST213,Inglés,2,8.0,88,Alta
EST213,Educación Física,2,7.1,86,Baja
EST213,Matemáticas,3,5.1,84,Alta
EST213,Lengua,3,6.5,78,Baja
EST213,Ciencias,3,6.4,80,Baja
EST213,Historia,3,7.3,92,Baja
EST213,Inglés,3,6.6,87,Alta
EST213,Educación Física,3,6.8,90,Media
EST214,Matemáticas,1,6.4,88,Baja
EST214,Lengua,1,6.5,76,Alta
EST214,Ciencias,1,6.0,82,Baja
EST214,Historia,1,6.9,79,Media
EST214,Inglés,1,6.6,84,Media
EST214,Educación Física,1,6.9,86,Baja
EST214,Matemáticas,2,5.0,80,Media
EST214,Lengua,2,6.8,80,Media
EST214,Ciencias,2,7.5,97,Media
EST214,Historia,2,6.6,87,Alta
EST214,Inglés,2,5.8,76,Baja
EST214,Educación Física,2,7.6,89,Media
EST214,Matemáticas,3,6.0,75,Baja
EST214,Lengua,3,6.5,76,Media
EST214,Ciencias,3,7.2,92,Alta
EST214,Historia,3,6.8,88,Media
EST214,Inglés,3,7.4,87,Media
EST214,Educación Física,3,8.8,89,Alta
EST215,Matemáticas,1,5.3,89,Media
EST215,Lengua,1,5.6,89,Media
EST215,Ciencias,1,6.0,88,Media
EST215,Historia,1,6.0,82,Baja
EST215,Inglés,1,4.7,60,Baja
EST215,Educación Física,1,4.5,71,Media
EST215,Matemáticas,2,5.0,60,Baja
EST215,Lengua,2,7.6,99,Alta
EST215,Ciencias,2,6.3,75,Alta
EST215,Historia,2,5.2,80,Alta
EST215,Inglés,2,5.9,86,Baja
EST215,Educación Física,2,6.0,78,Media
EST215,Matemáticas,3,6.3,78,Media
EST215,Lengua,3,4.8,76,Baja
EST215,Ciencias,3,5.2,85,Baja
EST215,Historia,3,6.5,90,Alta
EST215,Inglés,3,5.2,76,Baja
EST215,Educación Física,3,7.5,92,Media
EST216,Matemáticas,1,7.5,87,Media
EST216,Lengua,1,5.9,79,Baja
EST216,Ciencias,1,8.7,93,Alta
EST216,Historia,1,7.0,86,Media
EST216,Inglés,1,8.8,100,Alta
EST216,Educación Física,1,8.6,91,Alta
EST216,Matemáticas,2,6.5,82,Alta
EST216,Lengua,2,6.9,76,Media
EST216,Ciencias,2,6.6,81,Media
EST216,Historia,2,8.0,88,Alta
EST216,Inglés,2,9.0,91,Media
EST216,Educación Física,2,8.2,85,Alta
EST216,Matemáticas,3,8.4,89,Alta
EST216,Lengua,3,7.0,99,Media
EST216,Ciencias,3,9.0,92,Alta
EST216,Historia,3,8.4,89,Alta
EST216,Inglés,3,8.0,97,Alta
EST216,Educación Física,3,8.0,86,Media
EST217,Matemáticas,1,8.3,99,Alta
EST217,Lengua,1,8.9,88,Alta
EST217,Ciencias,1,7.4,90,Baja
EST217,Historia,1,5.9,77,Baja
EST217,Inglés,1,6.1,80,Media
EST217,Educación Física,1,7.9,91,Alta
EST217,Matemáticas,2,7.9,93,Alta
EST217,Lengua,2,8.9,90,Alta
EST217,Ciencias,2,8.4,98,Alta
EST217,Historia,2,6.1,86,Media
EST217,Inglés,2,8.7,97,Alta
EST217,Educación Física,2,8.5,86,Alta
EST217,Matemáticas,3,8.2,97,Alta
EST217,Lengua,3,6.9,84,Media
EST217,Ciencias,3,7.7,98,Media
EST217,Historia,3,7.4,94,Media
EST217,Inglés,3,7.3,85,Media
EST217,Educación Física,3,9.2,90,Alta
EST218,Matemáticas,1,6.5,78,Alta
EST218,Lengua,1,7.8,93,Media
EST218,Ciencias,1,7.9,95,Baja
EST218,Historia,1,8.2,95,Alta
EST218,Inglés,1,6.0,76,Baja
EST218,Educación Física,1,6.3,78,Media
EST218,Matemáticas,2,8.2,94,Baja
EST218,Lengua,2,7.7,97,Media
EST218,Ciencias,2,6.4,79,Media
EST218,Historia,2,8.0,94,Baja
EST218,Inglés,2,7.8,86,Media
EST218,Educación Física,2,8.1,92,Alta
EST218,Matemáticas,3,7.0,82,Alta
EST218,Lengua,3,5.9,86,Baja
EST218,Ciencias,3,6.4,83,Media
EST218,Historia,3,7.4,97,Baja
EST218,Inglés,3,7.0,89,Media
EST218,Educación Física,3,8.8,93,Media
EST219,Matemáticas,1,9.0,91,Alta
EST219,Lengua,1,6.9,86,Media
EST219,Ciencias,1,7.9,97,Baja
EST219,Historia,1,7.8,91,Baja
EST219,Inglés,1,7.4,85,Media
EST219,Educación Física,1,9.5,95,Baja
EST219,Matemáticas,2,9.0,87,Media
EST219,Lengua,2,6.8,87,Media
EST219,Ciencias,2,8.3,97,Alta
EST219,Historia,2,7.1,88,Baja
EST219,Inglés,2,5.1,79,Media
EST219,Educación Física,2,9.3,88,Alta
EST219,Matemáticas,3,7.9,93,Media
EST219,Lengua,3,7.3,92,Media
EST219,Ciencias,3,6.8,85,Baja
EST219,Historia,3,7.4,86,Media
EST219,Inglés,3,6.9,78,Baja
EST219,Educación Física,3,7.8,85,Alta
EST220,Matemáticas,1,7.9,96,Baja
EST220,Lengua,1,6.4,78,Alta
EST220,Ciencias,1,6.2,83,Media
EST220,Historia,1,8.0,93,Media
EST220,Inglés,1,8.1,99,Alta
EST220,Educación Física,1,8.4,100,Alta
EST220,Matemáticas,2,7.4,85,Media
EST220,Lengua,2,7.2,95,Baja
EST220,Ciencias,2,8.2,99,Alta
EST220,Historia,2,8.5,95,Alta
EST220,Inglés,2,8.0,86,Alta
EST220,Educación Física,2,7.8,96,Baja
EST220,Matemáticas,3,8.6,96,Alta
EST220,Lengua,3,7.6,86,Alta
EST220,Ciencias,3,6.9,79,Alta
EST220,Historia,3,7.5,99,Media
EST220,Inglés,3,8.3,94,Alta
EST220,Educación Física,3,8.7,88,Media
EST221,Matemáticas,1,5.0,62,Baja
EST221,Lengua,1,7.2,86,Alta
EST221,Ciencias,1,5.9,79,Baja
EST221,Historia,1,6.1,75,Media
EST221,Inglés,1,6.2,82,Media
EST221,Educación Física,1,6.2,86,Baja
EST221,Matemáticas,2,6.7,79,Alta
EST221,Lengua,2,5.2,89,Media
EST221,Ciencias,2,7.7,90,Alta
EST221,Historia,2,5.9,90,Baja
EST221,Inglés,2,7.1,96,Media
EST221,Educación Física,2,6.5,88,Alta
EST221,Matemáticas,3,7.2,86,Media
EST221,Lengua,3,6.8,80,Media
EST221,Ciencias,3,8.0,90,Media
EST221,Historia,3,6.1,76,Alta
EST221,Inglés,3,6.9,82,Baja
EST221,Educación Física,3,7.8,90,Media
EST222,Matemáticas,1,5.0,88,Baja
EST222,Lengua,1,5.8,83,Baja
EST222,Ciencias,1,4.9,64,Media
EST222,Historia,1,7.2,91,Baja
EST222,Inglés,1,6.3,75,Media
EST222,Educación Física,1,7.0,94,Media
EST222,Matemáticas,2,3.7,78,Media
EST222,Lengua,2,5.4,80,Media
EST222,Ciencias,2,5.3,85,Media
EST222,Historia,2,6.1,87,Media
EST222,Inglés,2,6.1,82,Alta
EST222,Educación Física,2,5.6,76,Media
EST222,Matemáticas,3,5.5,82,Alta
EST222,Lengua,3,5.7,82,Baja
EST222,Ciencias,3,6.1,85,Alta
EST222,Historia,3,4.7,62,Media
EST222,Inglés,3,5.2,84,Baja
EST222,Educación Física,3,6.0,90,Media
EST223,Matemáticas,1,7.0,100,Alta
EST223,Lengua,1,7.9,87,Media
EST223,Ciencias,1,7.5,98,Baja
EST223,Historia,1,6.6,77,Media
EST223,Inglés,1,7.5,85,Media
EST223,Educación Física,1,9.2,97,Alta
EST223,Matemáticas,2,6.5,86,Baja
EST223,Lengua,2,8.0,85,Baja
EST223,Ciencias,2,8.1,85,Alta
EST223,Historia,2,9.8,100,Alta
EST223,Inglés,2,8.3,91,Alta
EST223,Educación Física,2,9.0,98,Baja
EST223,Matemáticas,3,6.7,89,Media
EST223,Lengua,3,7.8,100,Media
EST223,Ciencias,3,6.2,77,Media
EST223,Historia,3,8.0,90,Alta
EST223,Inglés,3,7.6,95,Media
EST223,Educación Física,3,8.8,100,Alta
EST224,Matemáticas,1,6.4,81,Baja
